time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.2400000000000024,-3.75195070052,-1.30564762146,20.3752860374,5.99891614672,0.293037852542,0.0,-4.11931400161,-2.43096508632,5.24896472189,-0.175310078199,0.125426679141,0.0,464.57090952468513,463.73320159721976,464.0515759476729,465.44849930346925
3.3000000000000025,-4.00337668702,-1.45529733377,20.685339024,5.98858746908,0.300546593081,0.0,-4.26223210352,-2.55807265203,5.08599487874,-0.166473042802,0.124578251299,0.0,407.41388949047877,407.3538028690372,405.72072576495657,406.4820121932568
3.3600000000000025,-4.26459453687,-1.61372696771,20.9888971625,5.97935322855,0.307929325662,0.0,-4.44562315327,-2.72351763757,5.03171467349,-0.13635248344,0.119792462186,0.0,446.057491693348,445.6800522806112,445.63225013026573,448.0651695577738
3.4200000000000026,-4.53688935628,-1.78215269752,21.2888848519,5.97177070005,0.31480636406,0.0,-4.63144210551,-2.89114531007,4.96704789325,-0.11156072295,0.101485287271,0.0,445.3957100510278,443.9070946242485,443.95436751448113,445.96944283523914
3.4800000000000026,-4.81960846915,-1.95993780361,21.5823975748,5.9661413545,0.321160053862,0.0,-4.79313323015,-3.03546176437,4.81647309646,-0.0716443860353,0.113503457222,0.0,415.0140013738988,416.0784052860819,414.11685042393526,417.60512327967933
3.5400000000000027,-5.11246537106,-2.14675087722,21.8677103726,5.9615051983,0.327549028323,0.0,-4.96936909971,-3.19193510978,4.69351820553,-0.0919451512062,0.0862819857129,0.0,427.272025563661,424.95441273582105,427.83038740769996,426.09271384418867
3.6000000000000028,-5.41517781238,-2.34224281761,22.1432362937,5.95583899295,0.332676430224,0.0,-5.12166400575,-3.32494542004,4.49073433575,-0.0999498913558,0.0837540054442,0.0,397.2774955340553,397.05251872732293,397.8233276667752,397.08069961646675
3.660000000000003,-5.72969268608,-2.54817910339,22.4135397841,5.94982493542,0.337479594367,0.0,-5.3624517923,-3.53982223367,4.51789398992,-0.100808786649,0.0713790858579,0.0,479.14227220904377,478.2049369481162,480.71485757546446,480.6419181788528
3.720000000000003,-6.05824335316,-2.76661977992,22.6839241048,5.94414202685,0.341464843462,0.0,-5.58952938154,-3.74180626417,4.49373328388,-0.0846987367583,0.0539901466694,0.0,466.06362963056165,464.70520801774154,465.7292032020647,466.9805621059613
3.780000000000003,-6.39893193688,-2.99578751206,22.9485432816,5.9390194265,0.3445505357,0.0,-5.76723799451,-3.89755463083,4.32668385516,-0.086767275167,0.0457389909187,0.0,417.27782991625077,416.55856768689387,417.9916016300049,417.80473976014855
3.840000000000003,-6.75187078595,-3.23579345411,23.2069977288,5.93385505409,0.346830589785,0.0,-5.99759724724,-4.10290094152,4.28737412837,-0.0847199171328,0.0142843069708,0.0,465.45589033735837,462.9876132655024,463.7164306825747,463.8715050096001
